Item_Fat_Content;Item_Identifier;Item_Type;Outlet_Establishment_Year;Outlet_Identifier;Outlet_Location_Type;Outlet_Size;Outlet_Type;Item_Visibility;Item_Weight;Total_Sales;Rating
Regular;FDY35;Breads;2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.0160526;17.6;43.9402;5
Regular;FDL13;Breakfast;2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.056406129;13.85;231.43;5
Regular;FDD38;Canned;2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.008204465;16.75;99.8674;5
Regular;FDT26;Dairy;2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.068059156;18.85;120.344;5
Regular;FDE28;"Frozen Foods";2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0;9.5;228.4668;5
Regular;FDO46;"Snack Foods";2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.014234595;9.6;190.2872;5
Regular;FDP45;"Snack Foods";2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.030672457;15.7;253.1724;5
"LOW Fat";FDY27;Dairy;2010;OUT046;"Tier 1";Small;"Supermarket Type1";0.031898175;6.38;177.4344;5
"LOW Fat";FDY52;"Frozen Foods";2010;OUT046;"Tier 1";Small;"Supermarket Type1";0.007348286;6.365;62.8536;5
"LOW Fat";DRN35;"Hard Drinks";2010;OUT046;"Tier 1";Small;"Supermarket Type1";0.070247589;8.01;37.5532;5
"LOW Fat";DRI47;"Hard Drinks";2010;OUT046;"Tier 1";Small;"Supermarket Type1";0.020920179;14.7;143.8128;5
"LOW Fat";NCT05;"Health and Hygiene";2010;OUT046;"Tier 1";Small;"Supermarket Type1";0.020951848;10.895;255.3672;5
"LOW Fat";NCW17;"Health and Hygiene";2010;OUT046;"Tier 1";Small;"Supermarket Type1";0.019386234;18;126.8994;5
"LOW Fat";FDA39;Meat;2010;OUT046;"Tier 1";Small;"Supermarket Type1";0.012717946;6.32;40.2822;5
Regular;FDS25;Canned;2010;OUT046;"Tier 1";Small;"Supermarket Type1";0.140008554;6.885;108.7228;5
Regular;FDC16;Dairy;2010;OUT046;"Tier 1";Small;"Supermarket Type1";0;11.5;88.254;5
Regular;FDN28;"Frozen Foods";2010;OUT046;"Tier 1";Small;"Supermarket Type1";0.030247903;5.88;101.399;5
Regular;FDW03;Meat;2010;OUT046;"Tier 1";Small;"Supermarket Type1";0.024541277;5.63;105.1306;5
Regular;FDJ21;"Snack Foods";2010;OUT046;"Tier 1";Small;"Supermarket Type1";0.038528228;16.7;143.9102;5
"LOW Fat";FDD48;"Baking Goods";2015;OUT045;"Tier 2";Medium;"Supermarket Type1";0.030219852;10.395;114.7176;5
"LOW Fat";FDW13;Canned;2015;OUT045;"Tier 2";Medium;"Supermarket Type1";0.098083231;8.5;50.3324;5
"LOW Fat";DRD15;Dairy;2015;OUT045;"Tier 2";Medium;"Supermarket Type1";0.056911107;10.6;233.9642;5
"LOW Fat";FDH32;"Fruits and Vegetables";2015;OUT045;"Tier 2";Medium;"Supermarket Type1";0.076214289;12.8;96.541;5
"LOW Fat";NCT05;"Health and Hygiene";2015;OUT045;"Tier 2";Small;"Supermarket Type1";0.020994339;10.895;255.6672;5
"LOW Fat";NCV30;Household;2015;OUT045;"Tier 2";Small;"Supermarket Type1";0.066065799;20.2;61.351;5
"LOW Fat";FDW10;"Snack Foods";2020;OUT017;"Tier 2";High;"Supermarket Type1";0.071076055;21.2;174.837;5
Regular;FDR36;"Baking Goods";2015;OUT045;"Tier 2";High;"Supermarket Type1";0.121832956;6.715;43.5454;5
Regular;FDV22;"Snack Foods";2015;OUT045;"Tier 2";High;"Supermarket Type1";0.009958941;14.85;157.963;5
Regular;DRA59;"Soft Drinks";2020;OUT017;"Tier 2";Medium;"Supermarket Type1";0;8.27;183.2924;5
"LOW Fat";FDI14;Canned;2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.089660816;14.1;140.0496;5
"LOW Fat";FDT37;Canned;2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.035263498;14.15;254.8014;5
"LOW Fat";FDX25;Canned;2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.10203648;16.7;180.9292;5
"LOW Fat";DRH03;Dairy;2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.035057688;17.25;91.612;5
"LOW Fat";FDA58;"Snack Foods";2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.103731617;9.395;236.9932;5
Regular;FDY35;Breads;2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.016024651;17.6;44.0402;5
Regular;FDH05;"Frozen Foods";2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.090896452;14.35;231.2984;5
Regular;FDI41;"Frozen Foods";2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.062245149;18.5;145.8418;5
Regular;FDO20;"Fruits and Vegetables";2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.152099033;12.85;252.6382;5
Regular;FDC57;"Fruits and Vegetables";2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.054584207;20.1;193.382;5
Regular;FDT27;Meat;2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.069574013;11.395;232.8616;5
"LOW Fat";FDT34;"Snack Foods";2011;OUT010;"Tier 3";Medium;"Grocery Store";0.291826616;9.3;107.1964;5
"LOW Fat";FDK51;Dairy;2011;OUT010;"Tier 3";Medium;"Grocery Store";0.008762556;19.85;266.6884;5
"LOW Fat";FDK04;"Frozen Foods";2011;OUT010;"Tier 3";Medium;"Grocery Store";0.087559621;7.36;55.2588;5
"LOW Fat";NCZ53;"Health and Hygiene";2011;OUT010;"Tier 3";Medium;"Grocery Store";0.040969757;9.6;188.7214;5
Regular;FDV04;"Frozen Foods";2011;OUT010;"Tier 3";High;"Grocery Store";0.251094747;7.825;156.6288;5
Regular;FDR22;"Snack Foods";2011;OUT010;"Tier 3";Small;"Grocery Store";0.031069993;19.35;112.0544;5
"LOW Fat";FDO24;"Baking Goods";2000;OUT013;"Tier 3";High;"Supermarket Type1";0.176069023;11.1;156.7604;5
"LOW Fat";FDQ24;"Baking Goods";2000;OUT013;"Tier 3";High;"Supermarket Type1";0.073605395;15.7;249.6724;5
"LOW Fat";NCH29;"Health and Hygiene";2000;OUT013;"Tier 3";High;"Supermarket Type1";0.034445116;5.51;95.8726;5
"LOW Fat";NCW54;Household;2000;OUT013;"Tier 3";High;"Supermarket Type1";0.096333029;7.5;57.8588;5
"LOW Fat";NCP30;Household;2000;OUT013;"Tier 3";High;"Supermarket Type1";0.032741422;20.5;40.4822;5
"LOW Fat";FDQ46;"Snack Foods";2000;OUT013;"Tier 3";High;"Supermarket Type1";0.103726639;7.51;110.6544;5
Regular;FDY12;"Baking Goods";2000;OUT013;"Tier 3";High;"Supermarket Type1";0;9.8;49.2008;5
"LOW Fat";FDV38;Dairy;2022;OUT018;"Tier 3";Medium;"Supermarket Type2";0.102188428;19.25;54.3956;5
"LOW Fat";FDJ53;"Frozen Foods";2022;OUT018;"Tier 3";Medium;"Supermarket Type2";0.071548187;10.5;120.2098;5
"LOW Fat";FDE22;"Snack Foods";2022;OUT018;"Tier 3";Medium;"Supermarket Type2";0.029693277;9.695;159.792;5
Regular;FDB14;Canned;2022;OUT018;"Tier 3";Medium;"Supermarket Type2";0.103142373;20.25;94.612;5
Regular;FDU58;"Snack Foods";2022;OUT018;"Tier 3";Medium;"Supermarket Type2";0.029129907;6.61;188.4898;5
Regular;FDB23;"Starchy Foods";2022;OUT018;"Tier 3";Medium;"Supermarket Type2";0.005611367;19.2;226.2062;5
"LOW Fat";DRG27;Dairy;2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.105274111;8.895;39.9138;5
"LOW Fat";FDD03;Dairy;2010;OUT046;"Tier 1";Small;"Supermarket Type1";0.079806266;13.3;232.53;5
Regular;FDJ60;"Baking Goods";2015;OUT045;"Tier 2";Medium;"Supermarket Type1";0.062655235;19.35;163.3184;5
"LOW Fat";FDG52;"Frozen Foods";2000;OUT013;"Tier 3";High;"Supermarket Type1";0.065576228;13.65;47.7402;5
"LOW Fat";FDU59;Breads;2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.096536082;5.78;162.8552;5
"LOW Fat";DRK39;Dairy;2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.049942926;7.02;82.425;5
"LOW Fat";DRL60;"Soft Drinks";2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.027101431;8.52;151.7682;5
Regular;FDP48;"Baking Goods";2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.044091657;7.52;182.995;5
Regular;FDA35;"Baking Goods";2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.053921264;14.85;123.0072;5
Regular;FDQ40;"Frozen Foods";2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.036083537;11.1;175.4712;5
Regular;FDH44;"Fruits and Vegetables";2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.025912378;19.1;146.8418;5
Regular;FDJ21;"Snack Foods";2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.03858813;16.7;144.6102;5
"LOW Fat";FDB08;"Fruits and Vegetables";2010;OUT046;"Tier 1";Small;"Supermarket Type1";0.031103357;6.055;159.9578;5
"LOW Fat";NCY18;Household;2010;OUT046;"Tier 1";Small;"Supermarket Type1";0.031151633;7.285;173.2054;5
"LOW Fat";NCR38;Household;2010;OUT046;"Tier 1";Small;"Supermarket Type1";0.113518466;17.25;253.5724;5
"LOW Fat";FDK21;"Snack Foods";2010;OUT046;"Tier 1";Small;"Supermarket Type1";0.010012319;7.905;250.4408;5
"LOW Fat";DRF01;"Soft Drinks";2010;OUT046;"Tier 1";Small;"Supermarket Type1";0;5.655;147.5102;5
Regular;FDA02;Dairy;2010;OUT046;"Tier 1";Small;"Supermarket Type1";0.029722659;14;143.4786;5
Regular;FDD40;Dairy;2010;OUT046;"Tier 1";Small;"Supermarket Type1";0.014793357;20.25;191.5162;5
Regular;FDM58;"Snack Foods";2010;OUT046;"Tier 1";Small;"Supermarket Type1";0.079690403;16.85;113.4544;5
Regular;FDU24;"Baking Goods";2010;OUT046;"Tier 1";Small;"Supermarket Type1";0.140163038;6.78;94.212;5
"LOW Fat";FDS55;"Fruits and Vegetables";2015;OUT045;"Tier 2";Medium;"Supermarket Type1";0.081328781;7.02;150.0734;5
"LOW Fat";FDC45;"Fruits and Vegetables";2015;OUT045;"Tier 2";Medium;"Supermarket Type1";0.136008489;17;171.7106;5
"LOW Fat";FDB33;"Fruits and Vegetables";2015;OUT045;"Tier 2";Medium;"Supermarket Type1";0.014609738;17.75;160.4262;5
"LOW Fat";NCP42;Household;2015;OUT045;"Tier 2";Small;"Supermarket Type1";0.016143389;8.51;194.2478;5
"LOW Fat";NCL54;Household;2015;OUT045;"Tier 2";Small;"Supermarket Type1";0.082921642;12.6;175.2054;5
"LOW Fat";NCC07;Household;2015;OUT045;"Tier 2";Small;"Supermarket Type1";0.023999722;19.6;104.0964;5
"LOW Fat";FDP60;"Baking Goods";2020;OUT017;"Tier 2";Small;"Supermarket Type1";0.056235142;17.35;102.0016;5
"LOW Fat";FDI14;Canned;2020;OUT017;"Tier 2";Small;"Supermarket Type1";0.090185027;14.1;140.2496;5
"LOW Fat";FDJ07;Meat;2020;OUT017;"Tier 2";High;"Supermarket Type1";0.014505108;7.26;118.415;5
"LOW Fat";DRD12;"Soft Drinks";2020;OUT017;"Tier 2";High;"Supermarket Type1";0.077630199;6.96;90.9146;5
"LOW Fat";DRN37;"Soft Drinks";2020;OUT017;"Tier 2";High;"Supermarket Type1";0.096842096;9.6;166.1158;5
"LOW Fat";DRF37;"Soft Drinks";2020;OUT017;"Tier 2";High;"Supermarket Type1";0.084809658;17.25;261.191;5
Regular;FDX35;Breads;2015;OUT045;"Tier 2";High;"Supermarket Type1";0.080072603;5.035;228.2036;5
Regular;FDP28;"Frozen Foods";2015;OUT045;"Tier 2";High;"Supermarket Type1";0.080804019;13.65;261.1936;5
Regular;FDJ27;Meat;2015;OUT045;"Tier 2";High;"Supermarket Type1";0.122123201;17.7;100.7674;5
Regular;FDF10;"Snack Foods";2015;OUT045;"Tier 2";High;"Supermarket Type1";0.157246634;15.5;145.6418;5
Regular;DRC13;"Soft Drinks";2015;OUT045;"Tier 2";High;"Supermarket Type1";0;8.26;122.573;5
Regular;FDG12;"Baking Goods";2020;OUT017;"Tier 2";High;"Supermarket Type1";0.00636189;6.635;121.1098;5
Regular;FDH50;Canned;2020;OUT017;"Tier 2";High;"Supermarket Type1";0.162348584;15;185.9266;5
Regular;FDE20;"Fruits and Vegetables";2020;OUT017;"Tier 2";Medium;"Supermarket Type1";0.005561798;11.35;168.379;5
Regular;FDU03;Meat;2020;OUT017;"Tier 2";Medium;"Supermarket Type1";0.092095924;18.7;183.3292;5
"LOW Fat";FDW59;Breads;2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.020711996;13.15;82.7566;5
"LOW Fat";FDN32;"Fruits and Vegetables";2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.015557426;17.5;184.7266;5
"LOW Fat";NCK05;"Health and Hygiene";2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.077439606;20.1;60.6536;5
"LOW Fat";NCJ18;Household;2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.163910938;12.35;119.2124;5
"LOW Fat";NCE30;Household;2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.09911729;16;210.7902;5
"LOW Fat";FDX15;Meat;2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.156269303;17.2;159.6578;5
"LOW Fat";FDT22;"Snack Foods";2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.11207602;10.395;58.022;5
"LOW Fat";FDR10;"Snack Foods";2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.010037996;17.6;163.5552;5
"LOW Fat";DRL49;"Soft Drinks";2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.056418354;13.15;142.4812;5
Regular;FDF29;"Frozen Foods";2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.019930418;15.1;131.531;5
Regular;FDT56;"Fruits and Vegetables";2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.115570552;16;57.5246;5
Regular;FDN03;Meat;2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.015087112;9.8;250.1408;5
Regular;FDW15;Meat;2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.055103174;15.35;149.7734;5
Regular;FDU51;Meat;2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.096495426;20.2;175.6028;5
"LOW Fat";FDQ14;Dairy;2011;OUT010;"Tier 3";Medium;"Grocery Store";0.103419257;9.27;148.105;5
"LOW Fat";DRC27;Dairy;2011;OUT010;"Tier 3";Medium;"Grocery Store";0.097251621;13.8;245.7802;5
"LOW Fat";DRE03;Dairy;2011;OUT010;"Tier 3";Medium;"Grocery Store";0.040550868;19.6;45.5718;5
"LOW Fat";FDD16;"Frozen Foods";2011;OUT010;"Tier 3";Medium;"Grocery Store";0.060847634;20.5;75.0696;5
"LOW Fat";FDT03;Meat;2011;OUT010;"Tier 3";High;"Grocery Store";0.016735879;21.25;185.2608;5
"LOW Fat";FDG47;"Starchy Foods";2011;OUT010;"Tier 3";High;"Grocery Store";0.116527666;12.8;261.4252;5
"LOW Fat";FDG60;"Baking Goods";2000;OUT013;"Tier 3";High;"Supermarket Type1";0.060649213;20.35;232.7616;5
"LOW Fat";FDS37;Canned;2000;OUT013;"Tier 3";High;"Supermarket Type1";0.031918284;7.655;117.7492;5
"LOW Fat";DRG03;Dairy;2000;OUT013;"Tier 3";High;"Supermarket Type1";0.061934991;14.5;154.4998;5
"LOW Fat";FDB52;Dairy;2000;OUT013;"Tier 3";High;"Supermarket Type1";0.030410273;17.75;256.0672;5
"LOW Fat";FDK40;"Frozen Foods";2000;OUT013;"Tier 3";High;"Supermarket Type1";0;7.035;262.691;5
"LOW Fat";NCZ53;"Health and Hygiene";2000;OUT013;"Tier 3";High;"Supermarket Type1";0.024456797;9.6;186.6214;5
"LOW Fat";NCP41;"Health and Hygiene";2000;OUT013;"Tier 3";High;"Supermarket Type1";0.016197216;16.6;108.8596;5
"LOW Fat";NCY42;Household;2000;OUT013;"Tier 3";High;"Supermarket Type1";0.015149955;6.38;144.047;5
"LOW Fat";NCO43;Others;2000;OUT013;"Tier 3";High;"Supermarket Type1";0.047059016;5.5;100.1016;5
"LOW Fat";FDR46;"Snack Foods";2000;OUT013;"Tier 3";High;"Supermarket Type1";0.139301634;16.85;144.976;5
"LOW Fat";FDW58;"Snack Foods";2000;OUT013;"Tier 3";High;"Supermarket Type1";0.007546808;20.75;104.1622;5
Regular;FDX36;"Baking Goods";2000;OUT013;"Tier 3";High;"Supermarket Type1";0.128176489;9.695;224.8404;5
Regular;FDM01;Breakfast;2000;OUT013;"Tier 3";High;"Supermarket Type1";0.094488485;7.895;100.7332;5
Regular;FDX38;Dairy;2000;OUT013;"Tier 3";High;"Supermarket Type1";0.0481669;10.5;48.8376;5
Regular;FDH53;"Frozen Foods";2000;OUT013;"Tier 3";High;"Supermarket Type1";0.019183756;20.5;83.7592;5
Regular;FDZ51;Meat;2000;OUT013;"Tier 3";High;"Supermarket Type1";0.054507422;11.3;96.3094;5
Regular;FDV57;"Snack Foods";2000;OUT013;"Tier 3";High;"Supermarket Type1";0.065841719;15.25;179.866;5
"LOW Fat";FDV59;Breads;2022;OUT018;"Tier 3";Medium;"Supermarket Type2";0;13.35;217.6166;5
"LOW Fat";FDT02;Dairy;2022;OUT018;"Tier 3";Medium;"Supermarket Type2";0.02429329;12.6;33.4874;5
"LOW Fat";DRD60;"Soft Drinks";2022;OUT018;"Tier 3";Medium;"Supermarket Type2";0.037383778;15.7;179.7634;5
"LOW Fat";FDV35;Breads;2022;OUT018;"Tier 3";Medium;"Supermarket Type2";0.128728258;19.5;155.3314;5
"LOW Fat";FDK14;Canned;2022;OUT018;"Tier 3";Medium;"Supermarket Type2";0.041273236;6.98;82.4934;5
"LOW Fat";DRC27;Dairy;2022;OUT018;"Tier 3";Medium;"Supermarket Type2";0.058339153;13.8;246.2802;5
"LOW Fat";NCL53;"Health and Hygiene";2022;OUT018;"Tier 3";Medium;"Supermarket Type2";0.036382524;7.5;177.9028;5
Regular;FDK26;Canned;2022;OUT018;"Tier 3";Medium;"Supermarket Type2";0.032308482;5.46;185.224;5
"LOW Fat";NCP18;Household;2020;OUT017;"Tier 2";Small;"Supermarket Type1";0.028760013;12.15;151.4708;5
"LOW Fat";FDY58;"Snack Foods";2022;OUT018;"Tier 3";Medium;"Supermarket Type2";0.040081193;11.65;227.0694;5
"LOW Fat";NCB06;"Health and Hygiene";2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.082316506;17.6;160.692;5
Regular;FDB36;"Baking Goods";2022;OUT018;"Tier 3";Medium;"Supermarket Type2";0;5.465;132.5626;5
"LOW Fat";FDR47;Breads;2011;OUT010;"Tier 3";Small;"Grocery Store";0;17.85;196.5794;5
Regular;FDE10;"Snack Foods";2011;OUT010;"Tier 3";Small;"Grocery Store";0.150554711;6.67;130.0626;5
"LOW Fat";DRK01;"Soft Drinks";2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.06105276;7.63;95.4436;5
"LOW Fat";FDL22;"Snack Foods";2010;OUT046;"Tier 1";Small;"Supermarket Type1";0.036390174;16.85;91.4488;5
"LOW Fat";NCD06;Household;2022;OUT018;"Tier 3";Medium;"Supermarket Type2";0.099729888;13;46.306;5
"LOW Fat";NCT54;Household;2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.119721451;8.695;95.5094;5
"LOW Fat";FDV59;Breads;2015;OUT045;"Tier 2";Small;"Supermarket Type1";0.048124443;13.35;216.7166;5
"LOW Fat";NCS54;Household;2000;OUT013;"Tier 3";High;"Supermarket Type1";0.009984847;13.6;175.437;5
"LOW Fat";FDR60;"Baking Goods";2020;OUT017;"Tier 2";Medium;"Supermarket Type1";0.131152799;14.3;78.6328;5
Regular;FDJ20;"Fruits and Vegetables";2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.100330684;20.7;123.4388;5
"LOW Fat";DRM11;"Hard Drinks";2000;OUT013;"Tier 3";High;"Supermarket Type1";0.066014596;6.57;259.7278;5
"LOW Fat";FDK44;"Fruits and Vegetables";2015;OUT045;"Tier 2";Medium;"Supermarket Type1";0.122475364;16.6;175.5738;5
"LOW Fat";FDP10;"Snack Foods";2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.128065918;19;104.3622;5
Regular;FDG14;Canned;2020;OUT017;"Tier 2";Medium;"Supermarket Type1";0.050786366;9;152.2024;5
"LOW Fat";FDA10;"Snack Foods";2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0;20.35;120.9072;5
"LOW Fat";FDO34;"Snack Foods";2020;OUT017;"Tier 2";Medium;"Supermarket Type1";0.030108283;17.7;165.9816;5
"LOW Fat";FDN15;Meat;2011;OUT010;"Tier 3";Medium;"Grocery Store";0.028009382;17.5;141.718;5
"LOW Fat";NCN41;"Health and Hygiene";2000;OUT013;"Tier 3";High;"Supermarket Type1";0.052165855;17;125.073;5
"LOW Fat";DRE27;Dairy;2010;OUT046;"Tier 1";Small;"Supermarket Type1";0.13267058;11.85;96.4726;5
"LOW Fat";FDU40;"Frozen Foods";2011;OUT010;"Tier 3";Medium;"Grocery Store";0.062606583;20.85;192.2478;5
"LOW Fat";NCS54;Household;2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.010008699;13.6;176.737;5
"LOW Fat";NCL55;Others;2020;OUT017;"Tier 2";Medium;"Supermarket Type1";0.065026434;12.15;253.704;5
Regular;FDJ55;Meat;2020;OUT017;"Tier 2";Medium;"Supermarket Type1";0.023664054;12.8;226.0404;5
"LOW Fat";NCN43;Others;2011;OUT010;"Tier 3";Medium;"Grocery Store";0.011314423;12.15;122.973;5
"LOW Fat";FDZ60;"Baking Goods";2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.119547387;20.5;108.9596;5
"LOW Fat";FDS23;Breads;2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.141108156;4.635;128.2994;5
"LOW Fat";FDK38;Canned;2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.053372768;6.65;149.5734;5
"LOW Fat";FDR02;Dairy;2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.022099982;16.7;110.1886;5
"LOW Fat";FDF17;"Frozen Foods";2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.042687151;5.19;195.911;5
"LOW Fat";FDR43;"Fruits and Vegetables";2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.161740582;18.2;38.419;5
"LOW Fat";DRL11;"Hard Drinks";2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.048092816;10.5;159.2946;5
"LOW Fat";NCS41;"Health and Hygiene";2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.053527105;12.85;185.1608;5
"LOW Fat";NCP05;"Health and Hygiene";2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.025325897;19.6;150.9024;5
"LOW Fat";NCY18;Household;2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.031200065;7.285;174.7054;5
"LOW Fat";NCP42;Household;2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.016135764;8.51;195.6478;5
"LOW Fat";NCP18;Household;2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.028642712;12.15;149.0708;5
"LOW Fat";NCB18;Household;2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.041355366;19.6;88.7514;5
"LOW Fat";NCN14;Others;2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.092060694;19.1;183.7608;5
"LOW Fat";FDJ45;Seafood;2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.073524776;17.75;34.8216;5
"LOW Fat";FDH22;"Snack Foods";2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.136512858;6.405;128.7678;5
"LOW Fat";FDU22;"Snack Foods";2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.093441604;12.35;119.1124;5
"LOW Fat";FDO57;"Snack Foods";2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.108879177;20.75;161.5578;5
"LOW Fat";FDQ21;"Snack Foods";2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.01945343;21.25;120.8756;5
"LOW Fat";DRG37;"Soft Drinks";2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.01940856;16.2;156.7972;5
"LOW Fat";FDB11;"Starchy Foods";2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.060942632;16;225.6404;5
Regular;FDL14;Canned;2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.032208865;8.115;154.9972;5
Regular;FDQ01;Canned;2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.160951491;19.7;256.1014;5
Regular;FDW26;Dairy;2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.107223632;11.8;223.5772;5
Regular;FDI05;"Frozen Foods";2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.127066966;8.35;76.5354;5
Regular;FDE17;"Frozen Foods";2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.054540159;20.1;152.1366;5
Regular;FDT19;"Fruits and Vegetables";2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.14526636;7.59;172.908;5
Regular;FDJ10;"Snack Foods";2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.129705008;5.095;141.8838;5
"LOW Fat";DRH03;Dairy;2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.035118834;17.25;93.412;5
"LOW Fat";FDQ12;"Baking Goods";2010;OUT046;"Tier 1";Small;"Supermarket Type1";0.035410748;12.65;231.401;5
"LOW Fat";FDX43;"Fruits and Vegetables";2010;OUT046;"Tier 1";Small;"Supermarket Type1";0.085274988;5.655;165.05;5
"LOW Fat";FDS47;Breads;2010;OUT046;"Tier 1";Small;"Supermarket Type1";0.12888573;16.75;87.6856;5
"LOW Fat";FDN01;Breakfast;2010;OUT046;"Tier 1";Small;"Supermarket Type1";0;8.895;178.437;5
"LOW Fat";DRG51;Dairy;2010;OUT046;"Tier 1";Small;"Supermarket Type1";0.011539622;12.1;163.5526;5
"LOW Fat";DRH03;Dairy;2010;OUT046;"Tier 1";Small;"Supermarket Type1";0.035064318;17.25;92.412;5
"LOW Fat";FDB05;"Frozen Foods";2010;OUT046;"Tier 1";Small;"Supermarket Type1";0.083198341;5.155;246.0776;5
"LOW Fat";FDA16;"Frozen Foods";2010;OUT046;"Tier 1";Small;"Supermarket Type1";0;6.695;219.4456;5
"LOW Fat";FDD29;"Frozen Foods";2010;OUT046;"Tier 1";Small;"Supermarket Type1";0.018410515;12.15;252.1698;5
"LOW Fat";FDZ19;"Fruits and Vegetables";2010;OUT046;"Tier 1";Small;"Supermarket Type1";0.093454899;6.425;175.3712;5
"LOW Fat";FDY55;"Fruits and Vegetables";2010;OUT046;"Tier 1";Small;"Supermarket Type1";0;16.75;255.3988;5
"LOW Fat";NCU29;"Health and Hygiene";2010;OUT046;"Tier 1";Small;"Supermarket Type1";0.025477448;7.685;145.276;5
"LOW Fat";NCW41;"Health and Hygiene";2010;OUT046;"Tier 1";Small;"Supermarket Type1";0.015450376;18;158.9604;5
"LOW Fat";NCY17;"Health and Hygiene";2010;OUT046;"Tier 1";Small;"Supermarket Type1";0.163096139;18.2;43.0086;5
"LOW Fat";NCC19;Household;2010;OUT046;"Tier 1";Small;"Supermarket Type1";0.096880574;6.57;191.482;5
"LOW Fat";NCJ43;Household;2010;OUT046;"Tier 1";Small;"Supermarket Type1";0.027069402;6.635;174.9396;5
